date of birth,number of people,Date
"1911_06_13",4,1911-06-13
"1911_06_14",7,1911-06-14
"1911_06_15",6,1911-06-15
"1911_06_16",3,1911-06-16
"1911_06_17",2,1911-06-17
"1911_06_18",4,1911-06-18
"1911_06_19",7,1911-06-19
"1911_06_20",8,1911-06-20
"1911_06_21",3,1911-06-21
"1911_06_22",4,1911-06-22
"1911_06_23",4,1911-06-23
"1911_06_24",5,1911-06-24
"1911_06_25",6,1911-06-25
"1911_06_26",5,1911-06-26
"1911_06_27",8,1911-06-27
"1911_06_28",4,1911-06-28
"1911_06_29",7,1911-06-29
"1911_06_30",8,1911-06-30
"1911_07_01",3,1911-07-01
"1911_07_02",3,1911-07-02
"1911_07_03",4,1911-07-03
"1911_07_04",1,1911-07-04
"1911_07_05",8,1911-07-05
"1911_07_06",3,1911-07-06
"1911_07_07",4,1911-07-07
"1911_07_08",5,1911-07-08
"1911_07_09",5,1911-07-09
"1911_07_10",3,1911-07-10
"1911_07_11",6,1911-07-11
"1911_07_12",1,1911-07-12
"1911_07_13",7,1911-07-13
"1911_07_14",7,1911-07-14
"1911_07_15",3,1911-07-15
"1911_07_16",5,1911-07-16
"1911_07_17",5,1911-07-17
"1911_07_18",7,1911-07-18
"1911_07_19",1,1911-07-19
"1911_07_20",6,1911-07-20
"1911_07_21",8,1911-07-21
"1911_07_22",4,1911-07-22
"1911_07_23",6,1911-07-23
"1911_07_24",3,1911-07-24
"1911_07_25",6,1911-07-25
"1911_07_26",2,1911-07-26
"1911_07_27",2,1911-07-27
"1911_07_28",6,1911-07-28
"1911_07_29",8,1911-07-29
"1911_07_30",6,1911-07-30
"1911_07_31",3,1911-07-31
"1911_08_01",12,1911-08-01
"1911_08_02",3,1911-08-02
"1911_08_03",3,1911-08-03
"1911_08_04",7,1911-08-04
"1911_08_05",7,1911-08-05
"1911_08_06",7,1911-08-06
"1911_08_07",5,1911-08-07
"1911_08_08",6,1911-08-08
"1911_08_09",3,1911-08-09
"1911_08_10",4,1911-08-10
"1911_08_11",5,1911-08-11
"1911_08_12",5,1911-08-12
"1911_08_13",7,1911-08-13
"1911_08_14",5,1911-08-14
"1911_08_15",9,1911-08-15
"1911_08_16",8,1911-08-16
"1911_08_17",6,1911-08-17
"1911_08_18",3,1911-08-18
"1911_08_19",7,1911-08-19
"1911_08_20",5,1911-08-20
"1911_08_21",5,1911-08-21
"1911_08_22",4,1911-08-22
"1911_08_23",6,1911-08-23
"1911_08_24",3,1911-08-24
"1911_08_25",3,1911-08-25
"1911_08_26",10,1911-08-26
"1911_08_27",5,1911-08-27
"1911_08_28",5,1911-08-28
"1911_08_29",8,1911-08-29
"1911_08_30",3,1911-08-30
"1911_08_31",4,1911-08-31
"1911_09_01",1,1911-09-01
"1911_09_02",6,1911-09-02
"1911_09_03",4,1911-09-03
"1911_09_04",3,1911-09-04
"1911_09_05",6,1911-09-05
"1911_09_06",5,1911-09-06
"1911_09_07",8,1911-09-07
"1911_09_08",8,1911-09-08
"1911_09_09",7,1911-09-09
"1911_09_10",7,1911-09-10
"1911_09_11",6,1911-09-11
"1911_09_12",7,1911-09-12
"1911_09_13",5,1911-09-13
"1911_09_14",7,1911-09-14
"1911_09_15",4,1911-09-15
"1911_09_16",8,1911-09-16
"1911_09_17",6,1911-09-17
"1911_09_18",3,1911-09-18
"1911_09_19",2,1911-09-19
"1911_09_20",7,1911-09-20
"1911_09_21",6,1911-09-21
"1911_09_22",5,1911-09-22
"1911_09_23",9,1911-09-23
"1911_09_24",7,1911-09-24
"1911_09_25",6,1911-09-25
"1911_09_26",4,1911-09-26
"1911_09_27",2,1911-09-27
"1911_09_28",7,1911-09-28
"1911_09_29",5,1911-09-29
"1911_09_30",4,1911-09-30
"1911_10_01",9,1911-10-01
"1911_10_02",9,1911-10-02
"1911_10_03",7,1911-10-03
"1911_10_04",6,1911-10-04
"1911_10_05",6,1911-10-05
"1911_10_06",3,1911-10-06
"1911_10_07",3,1911-10-07
"1911_10_08",4,1911-10-08
"1911_10_09",5,1911-10-09
"1911_10_10",13,1911-10-10
"1911_10_11",7,1911-10-11
"1911_10_12",8,1911-10-12
"1911_10_13",4,1911-10-13
"1911_10_14",3,1911-10-14
"1911_10_15",8,1911-10-15
"1911_10_16",4,1911-10-16
"1911_10_17",4,1911-10-17
"1911_10_18",5,1911-10-18
"1911_10_19",11,1911-10-19
"1911_10_20",3,1911-10-20
"1911_10_21",12,1911-10-21
"1911_10_22",9,1911-10-22
"1911_10_23",3,1911-10-23
"1911_10_24",4,1911-10-24
"1911_10_25",6,1911-10-25
"1911_10_26",9,1911-10-26
"1911_10_27",7,1911-10-27
"1911_10_28",5,1911-10-28
"1911_10_29",6,1911-10-29
"1911_10_30",4,1911-10-30
"1911_10_31",1,1911-10-31
"1911_11_01",2,1911-11-01
"1911_11_02",8,1911-11-02
"1911_11_03",10,1911-11-03
"1911_11_04",3,1911-11-04
"1911_11_05",10,1911-11-05
"1911_11_06",2,1911-11-06
"1911_11_07",13,1911-11-07
"1911_11_08",4,1911-11-08
"1911_11_09",5,1911-11-09
"1911_11_20",5,1911-11-20
"1911_11_21",6,1911-11-21
"1911_11_22",2,1911-11-22
"1911_11_23",7,1911-11-23
"1911_11_24",8,1911-11-24
"1911_11_25",9,1911-11-25
"1911_11_26",5,1911-11-26
"1911_11_27",7,1911-11-27
"1911_11_28",2,1911-11-28
"1911_11_29",8,1911-11-29
"1911_12_01",4,1911-12-01
"1911_12_02",5,1911-12-02
"1911_12_03",4,1911-12-03
"1911_12_04",3,1911-12-04
"1911_12_05",4,1911-12-05
"1911_12_06",8,1911-12-06
"1911_12_07",7,1911-12-07
"1911_12_08",7,1911-12-08
"1911_12_09",2,1911-12-09
"1911_12_10",7,1911-12-10
"1911_12_11",2,1911-12-11
"1911_12_12",5,1911-12-12
"1911_12_13",8,1911-12-13
"1911_12_14",2,1911-12-14
"1911_12_15",5,1911-12-15
"1911_12_16",5,1911-12-16
"1911_12_17",8,1911-12-17
"1911_12_18",7,1911-12-18
"1911_12_19",4,1911-12-19
"1911_12_20",7,1911-12-20
"1911_12_21",5,1911-12-21
"1911_12_22",1,1911-12-22
"1911_12_23",3,1911-12-23
"1911_12_24",3,1911-12-24
"1911_12_25",14,1911-12-25
"1911_12_26",8,1911-12-26
"1911_12_27",6,1911-12-27
"1911_12_28",9,1911-12-28
"1911_12_29",1,1911-12-29
"1911_12_30",2,1911-12-30
"1911_12_31",4,1911-12-31
"1912_01_01",45,1912-01-01
"1912_01_02",12,1912-01-02
"1912_01_03",4,1912-01-03
"1912_01_04",11,1912-01-04
"1912_01_05",6,1912-01-05
"1912_01_06",9,1912-01-06
"1912_01_07",8,1912-01-07
"1912_01_08",8,1912-01-08
"1912_01_09",7,1912-01-09
"1912_01_10",9,1912-01-10
"1912_01_11",6,1912-01-11
"1912_01_12",9,1912-01-12
"1912_01_13",7,1912-01-13
"1912_01_14",7,1912-01-14
"1912_01_15",6,1912-01-15
"1912_01_16",6,1912-01-16
"1912_01_17",10,1912-01-17
"1912_01_18",3,1912-01-18
"1912_01_19",3,1912-01-19
"1912_01_20",3,1912-01-20
"1912_01_21",6,1912-01-21
"1912_01_22",9,1912-01-22
"1912_01_23",3,1912-01-23
"1912_01_24",7,1912-01-24
"1912_01_25",5,1912-01-25
"1912_01_26",7,1912-01-26
"1912_01_27",5,1912-01-27
"1912_01_28",4,1912-01-28
"1912_01_29",3,1912-01-29
"1912_01_30",7,1912-01-30
"1912_01_31",2,1912-01-31
"1912_02_01",9,1912-02-01
"1912_02_02",12,1912-02-02
"1912_02_03",7,1912-02-03
"1912_02_04",10,1912-02-04
"1912_02_05",5,1912-02-05
"1912_02_06",10,1912-02-06
"1912_02_07",7,1912-02-07
"1912_02_08",10,1912-02-08
"1912_02_09",10,1912-02-09
"1912_02_10",7,1912-02-10
"1912_02_11",8,1912-02-11
"1912_02_12",7,1912-02-12
"1912_02_13",9,1912-02-13
"1912_02_14",4,1912-02-14
"1912_02_15",9,1912-02-15
"1912_02_16",3,1912-02-16
"1912_02_17",8,1912-02-17
"1912_02_18",2,1912-02-18
"1912_02_19",7,1912-02-19
"1912_02_20",2,1912-02-20
"1912_02_21",7,1912-02-21
"1912_02_22",6,1912-02-22
"1912_02_23",10,1912-02-23
"1912_02_24",4,1912-02-24
"1912_02_25",3,1912-02-25
"1912_02_26",9,1912-02-26
"1912_02_27",10,1912-02-27
"1912_02_28",4,1912-02-28
"1912_02_29",6,1912-02-29
"1912_03_01",7,1912-03-01
"1912_03_02",7,1912-03-02
"1912_03_03",8,1912-03-03
"1912_03_04",10,1912-03-04
"1912_03_05",10,1912-03-05
"1912_03_06",4,1912-03-06
"1912_03_07",5,1912-03-07
"1912_03_08",2,1912-03-08
"1912_03_09",6,1912-03-09
"1912_03_10",6,1912-03-10
"1912_03_11",6,1912-03-11
"1912_03_12",8,1912-03-12
"1912_03_13",5,1912-03-13
"1912_03_14",8,1912-03-14
"1912_03_15",13,1912-03-15
"1912_03_16",8,1912-03-16
"1912_03_17",11,1912-03-17
"1912_03_18",6,1912-03-18
"1912_03_19",4,1912-03-19
"1912_03_20",12,1912-03-20
"1912_03_21",5,1912-03-21
"1912_03_22",5,1912-03-22
"1912_03_23",10,1912-03-23
"1912_03_24",7,1912-03-24
"1912_03_25",6,1912-03-25
"1912_03_26",6,1912-03-26
"1912_03_27",6,1912-03-27
"1912_03_28",5,1912-03-28
"1912_03_29",4,1912-03-29
"1912_03_30",3,1912-03-30
"1912_03_31",5,1912-03-31
"1912_04_01",9,1912-04-01
"1912_04_02",8,1912-04-02
"1912_04_03",8,1912-04-03
"1912_04_04",10,1912-04-04
"1912_04_05",9,1912-04-05
"1912_04_06",4,1912-04-06
"1912_04_07",3,1912-04-07
"1912_04_08",7,1912-04-08
"1912_04_09",8,1912-04-09
"1912_04_10",6,1912-04-10
"1912_04_11",4,1912-04-11
"1912_04_12",9,1912-04-12
"1912_04_13",5,1912-04-13
"1912_04_14",8,1912-04-14
"1912_04_15",10,1912-04-15
"1912_04_16",8,1912-04-16
"1912_04_17",4,1912-04-17
"1912_04_18",8,1912-04-18
"1912_04_19",6,1912-04-19
"1912_04_20",7,1912-04-20
"1912_04_21",9,1912-04-21
"1912_04_22",5,1912-04-22
"1912_04_23",3,1912-04-23
"1912_04_24",5,1912-04-24
"1912_04_25",8,1912-04-25
"1912_04_26",6,1912-04-26
"1912_04_27",10,1912-04-27
"1912_04_28",10,1912-04-28
"1912_04_29",4,1912-04-29
"1912_04_30",2,1912-04-30
"1912_05_01",3,1912-05-01
"1912_05_02",5,1912-05-02
"1912_05_03",5,1912-05-03
"1912_05_04",8,1912-05-04
"1912_05_05",3,1912-05-05
"1912_05_06",4,1912-05-06
"1912_05_07",6,1912-05-07
"1912_05_08",4,1912-05-08
"1912_05_09",7,1912-05-09
"1912_05_10",6,1912-05-10
"1912_05_11",7,1912-05-11
"1912_05_12",12,1912-05-12
"1912_05_13",6,1912-05-13
"1912_05_14",9,1912-05-14
"1912_05_15",3,1912-05-15
"1912_05_16",3,1912-05-16
"1912_05_17",3,1912-05-17
"1912_05_18",3,1912-05-18
"1912_05_19",7,1912-05-19
"1912_05_20",8,1912-05-20
"1912_05_21",6,1912-05-21
"1912_05_22",4,1912-05-22
"1912_05_23",8,1912-05-23
"1912_05_24",6,1912-05-24
"1912_05_25",9,1912-05-25
"1912_05_26",5,1912-05-26
"1912_05_27",5,1912-05-27
"1912_05_28",3,1912-05-28
"1912_05_29",5,1912-05-29
"1912_05_30",5,1912-05-30
"1912_05_31",3,1912-05-31
"1912_06_01",11,1912-06-01
"1912_06_02",3,1912-06-02
"1912_06_03",5,1912-06-03
"1912_06_04",9,1912-06-04
"1912_06_05",10,1912-06-05
"1912_06_06",13,1912-06-06
"1912_06_07",9,1912-06-07
"1912_06_08",8,1912-06-08
"1912_06_09",8,1912-06-09
"1912_06_10",6,1912-06-10
"1912_06_11",11,1912-06-11
"1912_06_12",14,1912-06-12
"1912_06_13",8,1912-06-13
"1912_06_14",3,1912-06-14
"1912_06_15",18,1912-06-15
"1912_06_16",6,1912-06-16
"1912_06_17",8,1912-06-17
"1912_06_18",12,1912-06-18
"1912_06_19",7,1912-06-19
"1912_06_20",8,1912-06-20
"1912_06_21",4,1912-06-21
"1912_06_22",2,1912-06-22
"1912_06_23",3,1912-06-23
"1912_06_24",3,1912-06-24
"1912_06_25",5,1912-06-25
"1912_06_26",2,1912-06-26
"1912_06_27",7,1912-06-27
"1912_06_28",9,1912-06-28
"1912_06_29",6,1912-06-29
"1912_06_30",12,1912-06-30
"1912_07_01",9,1912-07-01
"1912_07_02",7,1912-07-02
"1912_07_03",5,1912-07-03
"1912_07_04",5,1912-07-04
"1912_07_05",6,1912-07-05
"1912_07_06",8,1912-07-06
"1912_07_07",7,1912-07-07
"1912_07_08",8,1912-07-08
"1912_07_09",7,1912-07-09
"1912_07_10",6,1912-07-10
"1912_07_11",4,1912-07-11
"1912_07_12",2,1912-07-12
"1912_07_13",6,1912-07-13
"1912_07_14",9,1912-07-14
"1912_07_15",7,1912-07-15
"1912_07_16",9,1912-07-16
"1912_07_17",6,1912-07-17
"1912_07_18",10,1912-07-18
"1912_07_19",7,1912-07-19
"1912_07_20",10,1912-07-20
"1912_07_21",5,1912-07-21
"1912_07_22",8,1912-07-22
"1912_07_23",7,1912-07-23
"1912_07_24",5,1912-07-24
"1912_07_25",7,1912-07-25
"1912_07_26",5,1912-07-26
"1912_07_27",9,1912-07-27
"1912_07_28",9,1912-07-28
"1912_07_29",7,1912-07-29
"1912_07_30",7,1912-07-30
"1912_07_31",8,1912-07-31
"1912_08_01",7,1912-08-01
"1912_08_02",5,1912-08-02
"1912_08_03",7,1912-08-03
"1912_08_04",7,1912-08-04
"1912_08_05",3,1912-08-05
"1912_08_06",12,1912-08-06
"1912_08_07",3,1912-08-07
"1912_08_08",8,1912-08-08
"1912_08_09",6,1912-08-09
"1912_08_10",9,1912-08-10
"1912_08_11",5,1912-08-11
"1912_08_12",8,1912-08-12
"1912_08_13",7,1912-08-13
"1912_08_14",7,1912-08-14
"1912_08_15",6,1912-08-15
"1912_08_16",7,1912-08-16
"1912_08_17",6,1912-08-17
"1912_08_18",11,1912-08-18
"1912_08_19",4,1912-08-19
"1912_08_20",5,1912-08-20
"1912_08_21",9,1912-08-21
"1912_08_22",9,1912-08-22
"1912_08_23",2,1912-08-23
"1912_08_24",8,1912-08-24
"1912_08_25",3,1912-08-25
"1912_08_26",11,1912-08-26
"1912_08_27",7,1912-08-27
"1912_08_28",8,1912-08-28
"1912_08_29",3,1912-08-29
"1912_08_30",6,1912-08-30
"1912_08_31",9,1912-08-31
"1912_09_01",9,1912-09-01
"1912_09_02",6,1912-09-02
"1912_09_03",5,1912-09-03
"1912_09_04",12,1912-09-04
"1912_09_05",7,1912-09-05
"1912_09_06",6,1912-09-06
"1912_09_07",11,1912-09-07
"1912_09_08",3,1912-09-08
"1912_09_09",7,1912-09-09
"1912_09_10",6,1912-09-10
"1912_09_11",6,1912-09-11
"1912_09_12",9,1912-09-12
"1912_09_13",3,1912-09-13
"1912_09_14",4,1912-09-14
"1912_09_15",8,1912-09-15
"1912_09_16",8,1912-09-16
"1912_09_17",6,1912-09-17
"1912_09_18",7,1912-09-18
"1912_09_19",9,1912-09-19
"1912_09_20",7,1912-09-20
"1912_09_21",7,1912-09-21
"1912_09_22",7,1912-09-22
"1912_09_23",5,1912-09-23
"1912_09_24",7,1912-09-24
"1912_09_25",5,1912-09-25
"1912_09_26",6,1912-09-26
"1912_09_27",9,1912-09-27
"1912_09_28",4,1912-09-28
"1912_09_29",7,1912-09-29
"1912_09_30",4,1912-09-30
"1912_10_01",12,1912-10-01
"1912_10_02",10,1912-10-02
"1912_10_03",9,1912-10-03
"1912_10_04",6,1912-10-04
"1912_10_05",6,1912-10-05
"1912_10_06",9,1912-10-06
"1912_10_07",8,1912-10-07
"1912_10_08",4,1912-10-08
"1912_10_09",7,1912-10-09
"1912_10_10",18,1912-10-10
"1912_10_11",10,1912-10-11
"1912_10_12",7,1912-10-12
"1912_10_13",14,1912-10-13
"1912_10_14",2,1912-10-14
"1912_10_15",6,1912-10-15
"1912_10_16",10,1912-10-16
"1912_10_17",5,1912-10-17
"1912_10_18",4,1912-10-18
"1912_10_19",6,1912-10-19
"1912_10_20",4,1912-10-20
"1912_10_21",5,1912-10-21
"1912_10_22",7,1912-10-22
"1912_10_23",6,1912-10-23
"1912_10_24",4,1912-10-24
"1912_10_25",7,1912-10-25
"1912_10_26",7,1912-10-26
"1912_10_27",7,1912-10-27
"1912_10_28",5,1912-10-28
"1912_10_29",9,1912-10-29
"1912_10_30",6,1912-10-30
"1912_10_31",7,1912-10-31
"1912_11_01",8,1912-11-01
"1912_11_02",8,1912-11-02
"1912_11_03",9,1912-11-03
"1912_11_04",4,1912-11-04
"1912_11_05",12,1912-11-05
"1912_11_06",3,1912-11-06
"1912_11_07",8,1912-11-07
"1912_11_08",9,1912-11-08
"1912_11_09",4,1912-11-09
"1912_11_10",6,1912-11-10
"1912_11_11",7,1912-11-11
"1912_11_12",9,1912-11-12
"1912_11_13",8,1912-11-13
"1912_11_14",7,1912-11-14
"1912_11_15",4,1912-11-15
"1912_11_16",6,1912-11-16
"1912_11_17",5,1912-11-17
"1912_11_18",3,1912-11-18
"1912_11_19",8,1912-11-19
"1912_11_20",6,1912-11-20
"1912_11_21",9,1912-11-21
"1912_11_22",9,1912-11-22
"1912_11_23",5,1912-11-23
"1912_11_24",5,1912-11-24
"1912_11_25",12,1912-11-25
"1912_11_26",6,1912-11-26
"1912_11_27",6,1912-11-27
"1912_11_28",8,1912-11-28
"1912_11_29",4,1912-11-29
"1912_11_30",8,1912-11-30
"1912_12_01",8,1912-12-01
"1912_12_02",7,1912-12-02
"1912_12_03",5,1912-12-03
"1912_12_04",6,1912-12-04
"1912_12_05",5,1912-12-05
"1912_12_06",7,1912-12-06
"1912_12_07",6,1912-12-07
"1912_12_08",12,1912-12-08
"1912_12_09",3,1912-12-09
"1912_12_10",13,1912-12-10
"1912_12_11",5,1912-12-11
"1912_12_12",15,1912-12-12
"1912_12_13",8,1912-12-13
"1912_12_14",9,1912-12-14
"1912_12_15",11,1912-12-15
"1912_12_16",9,1912-12-16
"1912_12_17",7,1912-12-17
"1912_12_18",7,1912-12-18
"1912_12_19",9,1912-12-19
"1912_12_20",12,1912-12-20
"1912_12_21",4,1912-12-21
"1912_12_22",4,1912-12-22
"1912_12_23",7,1912-12-23
"1912_12_24",10,1912-12-24
"1912_12_25",17,1912-12-25
"1912_12_26",5,1912-12-26
"1912_12_27",10,1912-12-27
"1912_12_28",3,1912-12-28
"1912_12_29",8,1912-12-29
"1912_12_30",7,1912-12-30
"1912_12_31",11,1912-12-31
"1913_01_01",35,1913-01-01
"1913_01_02",7,1913-01-02
"1913_01_03",11,1913-01-03
"1913_01_04",5,1913-01-04
"1913_01_05",5,1913-01-05
"1913_01_06",7,1913-01-06
"1913_01_07",10,1913-01-07
"1913_01_08",12,1913-01-08
"1913_01_09",5,1913-01-09
"1913_01_10",9,1913-01-10
"1913_01_11",12,1913-01-11
"1913_01_12",3,1913-01-12
"1913_01_13",10,1913-01-13
"1913_01_14",4,1913-01-14
"1913_01_15",11,1913-01-15
"1913_01_16",1,1913-01-16
"1913_01_17",10,1913-01-17
"1913_01_18",3,1913-01-18
"1913_01_19",4,1913-01-19
"1913_01_20",10,1913-01-20
"1913_01_21",3,1913-01-21
"1913_01_22",5,1913-01-22
"1913_01_23",4,1913-01-23
"1913_01_24",4,1913-01-24
"1913_01_25",5,1913-01-25
"1913_01_26",7,1913-01-26
"1913_01_27",4,1913-01-27
"1913_01_28",6,1913-01-28
"1913_01_29",4,1913-01-29
"1913_01_30",7,1913-01-30
"1913_01_31",7,1913-01-31
"1913_02_01",4,1913-02-01
"1913_02_02",7,1913-02-02
"1913_02_03",6,1913-02-03
"1913_02_04",7,1913-02-04
"1913_02_05",8,1913-02-05
"1913_02_06",9,1913-02-06
"1913_02_07",6,1913-02-07
"1913_02_08",8,1913-02-08
"1913_02_09",5,1913-02-09
"1913_02_10",7,1913-02-10
"1913_02_11",3,1913-02-11
"1913_02_12",6,1913-02-12
"1913_02_13",8,1913-02-13
"1913_02_14",7,1913-02-14
"1913_02_15",9,1913-02-15
"1913_02_16",7,1913-02-16
"1913_02_17",4,1913-02-17
"1913_02_18",7,1913-02-18
"1913_02_19",9,1913-02-19
"1913_02_20",5,1913-02-20
"1913_02_21",4,1913-02-21
"1913_02_22",6,1913-02-22
"1913_02_23",9,1913-02-23
"1913_02_24",4,1913-02-24
"1913_02_25",4,1913-02-25
"1913_02_26",11,1913-02-26
"1913_02_27",3,1913-02-27
"1913_02_28",11,1913-02-28
"1913_03_01",12,1913-03-01
"1913_03_02",8,1913-03-02
"1913_03_03",11,1913-03-03
"1913_03_04",8,1913-03-04
"1913_03_05",6,1913-03-05
"1913_03_06",6,1913-03-06
"1913_03_07",7,1913-03-07
"1913_03_08",3,1913-03-08
"1913_03_09",4,1913-03-09
"1913_03_10",10,1913-03-10
"1913_03_11",11,1913-03-11
"1913_03_12",4,1913-03-12
"1913_03_13",11,1913-03-13
"1913_03_14",6,1913-03-14
"1913_03_15",8,1913-03-15
"1913_03_16",9,1913-03-16
"1913_03_17",6,1913-03-17
"1913_03_18",10,1913-03-18
"1913_03_19",9,1913-03-19
"1913_03_20",3,1913-03-20
"1913_03_21",6,1913-03-21
"1913_03_22",7,1913-03-22
"1913_03_23",6,1913-03-23
"1913_03_24",8,1913-03-24
"1913_03_25",8,1913-03-25
"1913_03_26",6,1913-03-26
"1913_03_27",8,1913-03-27
"1913_03_28",7,1913-03-28
"1913_03_29",6,1913-03-29
"1913_03_30",5,1913-03-30
"1913_03_31",6,1913-03-31
"1913_04_01",5,1913-04-01
"1913_04_02",3,1913-04-02
"1913_04_03",4,1913-04-03
"1913_04_04",8,1913-04-04
"1913_04_05",9,1913-04-05
"1913_04_06",8,1913-04-06
"1913_04_07",8,1913-04-07
"1913_04_08",7,1913-04-08
"1913_04_09",4,1913-04-09
"1913_04_10",6,1913-04-10
"1913_04_11",5,1913-04-11
"1913_04_12",11,1913-04-12
"1913_04_13",8,1913-04-13
"1913_04_14",11,1913-04-14
"1913_04_15",6,1913-04-15
"1913_04_16",6,1913-04-16
"1913_04_17",6,1913-04-17
"1913_04_18",8,1913-04-18
"1913_04_19",7,1913-04-19
"1913_04_20",3,1913-04-20
"1913_04_21",6,1913-04-21
"1913_04_22",8,1913-04-22
"1913_04_23",7,1913-04-23
"1913_04_24",3,1913-04-24
"1913_04_25",9,1913-04-25
"1913_04_26",12,1913-04-26
"1913_04_27",7,1913-04-27
"1913_04_28",6,1913-04-28
"1913_04_29",5,1913-04-29
"1913_04_30",5,1913-04-30
"1913_05_01",7,1913-05-01
"1913_05_02",6,1913-05-02
"1913_05_03",3,1913-05-03
"1913_05_04",8,1913-05-04
"1913_05_05",8,1913-05-05
"1913_05_06",6,1913-05-06
"1913_05_07",6,1913-05-07
"1913_05_08",3,1913-05-08
"1913_05_09",8,1913-05-09
"1913_05_10",6,1913-05-10
"1913_05_11",3,1913-05-11
"1913_05_12",12,1913-05-12
"1913_05_13",5,1913-05-13
"1913_05_14",3,1913-05-14
"1913_05_15",6,1913-05-15
"1913_05_16",3,1913-05-16
"1913_05_17",5,1913-05-17
"1913_05_18",4,1913-05-18
"1913_05_19",10,1913-05-19
"1913_05_20",5,1913-05-20
"1913_05_21",4,1913-05-21
"1913_05_22",6,1913-05-22
"1913_05_23",5,1913-05-23
"1913_05_24",13,1913-05-24
"1913_05_25",7,1913-05-25
"1913_05_26",7,1913-05-26
"1913_05_27",3,1913-05-27
"1913_05_28",6,1913-05-28
"1913_05_29",5,1913-05-29
"1913_05_31",7,1913-05-31
"1913_06_01",10,1913-06-01
"1913_06_02",5,1913-06-02
"1913_06_03",5,1913-06-03
"1913_06_04",9,1913-06-04
"1913_06_05",9,1913-06-05
"1913_06_06",8,1913-06-06
"1913_06_07",9,1913-06-07
"1913_06_08",7,1913-06-08
"1913_06_09",6,1913-06-09
"1913_06_10",10,1913-06-10
"1913_06_11",14,1913-06-11
"1913_06_12",6,1913-06-12
"1913_06_13",8,1913-06-13
"1913_06_14",7,1913-06-14
"1913_06_15",12,1913-06-15
"1913_06_16",13,1913-06-16
"1913_06_17",10,1913-06-17
"1913_06_18",4,1913-06-18
"1913_06_19",5,1913-06-19
"1913_06_20",3,1913-06-20
"1913_06_21",5,1913-06-21
"1913_06_22",7,1913-06-22
"1913_06_23",6,1913-06-23
"1913_06_24",4,1913-06-24
"1913_06_25",3,1913-06-25
"1913_06_26",4,1913-06-26
"1913_06_27",9,1913-06-27
"1913_06_28",8,1913-06-28
"1913_06_29",6,1913-06-29
"1913_06_30",7,1913-06-30
"1913_07_01",10,1913-07-01
"1913_07_02",8,1913-07-02
"1913_07_03",11,1913-07-03
"1913_07_04",8,1913-07-04
"1913_07_05",6,1913-07-05
"1913_07_06",9,1913-07-06
"1913_07_07",5,1913-07-07
"1913_07_08",4,1913-07-08
"1913_07_09",5,1913-07-09
"1913_07_10",3,1913-07-10
"1913_07_11",11,1913-07-11
"1913_07_12",9,1913-07-12
"1913_07_13",9,1913-07-13
"1913_07_14",7,1913-07-14
"1913_07_15",9,1913-07-15
"1913_07_16",11,1913-07-16
"1913_07_17",6,1913-07-17
"1913_07_18",16,1913-07-18
"1913_07_19",7,1913-07-19
"1913_07_20",5,1913-07-20
"1913_07_21",5,1913-07-21
"1913_07_22",7,1913-07-22
"1913_07_23",7,1913-07-23
"1913_07_24",6,1913-07-24
"1913_07_25",9,1913-07-25
"1913_07_26",6,1913-07-26
"1913_07_27",10,1913-07-27
"1913_07_28",5,1913-07-28
"1913_07_29",12,1913-07-29
"1913_07_30",6,1913-07-30
"1913_07_31",7,1913-07-31
"1913_08_01",11,1913-08-01
"1913_08_02",5,1913-08-02
"1913_08_03",9,1913-08-03
"1913_08_04",6,1913-08-04
"1913_08_05",7,1913-08-05
"1913_08_06",7,1913-08-06
"1913_08_07",7,1913-08-07
"1913_08_08",9,1913-08-08
"1913_08_09",9,1913-08-09
"1913_08_10",6,1913-08-10
"1913_08_11",3,1913-08-11
"1913_08_12",10,1913-08-12
"1913_08_13",4,1913-08-13
"1913_08_14",3,1913-08-14
"1913_08_15",2,1913-08-15
"1913_08_16",9,1913-08-16
"1913_08_17",12,1913-08-17
"1913_08_18",3,1913-08-18
"1913_08_19",11,1913-08-19
"1913_08_20",4,1913-08-20
"1913_08_21",3,1913-08-21
"1913_08_22",10,1913-08-22
"1913_08_23",3,1913-08-23
"1913_08_24",14,1913-08-24
"1913_08_25",8,1913-08-25
"1913_08_26",9,1913-08-26
"1913_08_27",4,1913-08-27
"1913_08_28",4,1913-08-28
"1913_08_29",11,1913-08-29
"1913_08_30",9,1913-08-30
"1913_08_31",4,1913-08-31
"1913_09_01",11,1913-09-01
"1913_09_02",6,1913-09-02
"1913_09_03",12,1913-09-03
"1913_09_04",1,1913-09-04
"1913_09_05",6,1913-09-05
"1913_09_06",12,1913-09-06
"1913_09_07",3,1913-09-07
"1913_09_08",6,1913-09-08
"1913_09_09",7,1913-09-09
"1913_09_10",7,1913-09-10
"1913_09_11",9,1913-09-11
"1913_09_12",8,1913-09-12
"1913_09_13",10,1913-09-13
"1913_09_14",9,1913-09-14
"1913_09_15",10,1913-09-15
"1913_09_16",14,1913-09-16
"1913_09_17",5,1913-09-17
"1913_09_18",8,1913-09-18
"1913_09_19",10,1913-09-19
"1913_09_20",7,1913-09-20
"1913_09_21",7,1913-09-21
"1913_09_22",11,1913-09-22
"1913_09_23",13,1913-09-23
